tanggal,waktu,text,cleaning,case_folding,normalisasi,kata_baku,kata_tidak_baku,kata_Tidak_Baku_hash,normalisasi_fixed,translated_text,synonym,stopword_removal,lemmatized_text,tokenize
Fri Jan 17,14:23:53,"""Gus-gusan"" ala feodalisme kek gitu dapet aset senilai 1,5 M dgn modal ""anaknya kyai, lho"" sedangkan banyak dosen, peneliti &amp; akademisi bergelut dengan policy ttg kesejahteraan yg rendah, undervalue &amp; gaji setipis UMK (terutama dosen ASN yg tukin dihapus 😭). Miris, negara sakit.",Gus gusan ala feodalisme kek gitu dapet aset senilai M dgn modal anaknya kyai lho sedangkan banyak dosen peneliti amp akademisi bergelut dengan policy ttg kesejahteraan yg rendah undervalue amp gaji setipis UMK terutama dosen ASN yg tukin dihapus Miris negara sakit,gus gusan ala feodalisme kek gitu dapet aset senilai m dgn modal anaknya kyai lho sedangkan banyak dosen peneliti amp akademisi bergelut dengan policy ttg kesejahteraan yg rendah undervalue amp gaji setipis umk terutama dosen asn yg tukin dihapus miris negara sakit,gus gusan ala feodalisme kayak begitu dapat aset senilai dengan modal anaknya kyai lho sedangkan banyak dosen peneliti amp akademisi bergelut dengan policy tentang kesejahteraan yang rendah undervalue amp gaji setipis umk terutama dosen asn yang tukin dihapus miris negara sakit,"['kayak', 'begitu', 'dapat', 'dengan', 'tentang', 'yang', 'yang']","['kek', 'gitu', 'dapet', 'dgn', 'ttg', 'yg', 'yg']","[7706366211738721503, -8765290408779190588, -3389593982416267669, -28518359869107684, 3573950292139164219, 2667696029615725929, 2667696029615725929]",gus gusan ala feodalisme kayak begitu dapat aset senilai dengan modal anaknya kyai lho sedangkan banyak dosen peneliti amp akademisi bergelut dengan policy tentang kesejahteraan yang rendah undervalue amp gaji setipis umk terutama dosen asn yang tukin dihapus miris negara sakit,feudal like guys like that can get assets equivalent to the capital of a kyai child while many lecturers researchers and academics struggle with policies regarding low welfare undervaluation and salaries as thin as the minimum wage especially civil servant lecturers whose additional pay was removed it sad the country is sick,feudal like guys like that can get assets equivalent to the capital of a kyai child while many lecturer researchers and lecturer struggle with policies regarding low welfare undervaluation and salary as thin as the minimum salary especially status lecturer whose additional salary was removed it sad the country is sick,feudal guys assets equivalent capital kyai child lecturer researchers lecturer struggle policies regarding low welfare undervaluation salary thin minimum salary especially status lecturer whose additional salary removed sad country sick,feudal guy asset equivalent capital kyai child lecturer researcher lecturer struggle policy regard low welfare undervaluation salary thin minimum salary especially status lecturer whose additional salary remove sad country sick,"['feudal', 'guy', 'asset', 'equivalent', 'capital', 'kyai', 'child', 'lecturer', 'researcher', 'lecturer', 'struggle', 'policy', 'regard', 'low', 'welfare', 'undervaluation', 'salary', 'thin', 'minimum', 'salary', 'especially', 'status', 'lecturer', 'whose', 'additional', 'salary', 'remove', 'sad', 'country', 'sick']"
Fri Jan 17,13:50:48,"Nggak semua dosen punya privilige waktu untuk ""mengembangkan modal sosial"".

Ada yang waktunya sudah habis buat nyari uang tambahan karena gaji pokok dosen masih di bawah UMK daerah tersebut.",Nggak semua dosen punya privilige waktu untuk mengembangkan modal sosial Ada yang waktunya sudah habis buat nyari uang tambahan karena gaji pokok dosen masih di bawah UMK daerah tersebut,nggak semua dosen punya privilige waktu untuk mengembangkan modal sosial ada yang waktunya sudah habis buat nyari uang tambahan karena gaji pokok dosen masih di bawah umk daerah tersebut,tidak semua dosen punya privilige waktu untuk mengembangkan modal sosial ada yang waktunya sudah habis buat mencari uang tambahan karena gaji pokok dosen masih di bawah umk daerah tersebut,"['tidak', 'mencari']","['nggak', 'nyari']","[1931034917298726273, 6910747367857279688]",tidak semua dosen punya privilige waktu untuk mengembangkan modal sosial ada yang waktunya sudah habis buat mencari uang tambahan karena gaji pokok dosen masih di bawah umk daerah tersebut,not all lecturers have the privilege of time to develop social capital some of their time is already spent earning additional money because the basic salary of lecturers is still below the regional minimum wage,not all lecturer have the privilege of time to develop social capital some of their time is already spent earning additional money because the basic salary of lecturer is still below the regional minimum salary,not lecturer privilege time develop social capital time already spent earning additional money basic salary lecturer regional minimum salary,not lecturer privilege time develop social capital time already spend earn additional money basic salary lecturer regional minimum salary,"['not', 'lecturer', 'privilege', 'time', 'develop', 'social', 'capital', 'time', 'already', 'spend', 'earn', 'additional', 'money', 'basic', 'salary', 'lecturer', 'regional', 'minimum', 'salary']"
Fri Jan 17,13:44:09,"Video yg tepat untuk ngingetin teman-teman dosen yg sudah ""sejahtera"": kalaupun belum mau bergabung, seminim-minimnya jangan nyinyir sama teman-teman yg memperjuangkan tukin, mengadvokasikan gaji dosen yg nggak layak, gabung serikat, dsb.

Itu untuk kepentingan kita bersama lho.",Video yg tepat untuk ngingetin teman teman dosen yg sudah sejahtera kalaupun belum mau bergabung seminim minimnya jangan nyinyir sama teman teman yg memperjuangkan tukin mengadvokasikan gaji dosen yg nggak layak gabung serikat dsb Itu untuk kepentingan kita bersama lho,video yg tepat untuk ngingetin teman teman dosen yg sudah sejahtera kalaupun belum mau bergabung seminim minimnya jangan nyinyir sama teman teman yg memperjuangkan tukin mengadvokasikan gaji dosen yg nggak layak gabung serikat dsb itu untuk kepentingan kita bersama lho,video yang tepat untuk mengingatkan teman teman dosen yang sudah sejahtera kalaupun belum mau bergabung seminim minimnya jangan nyinyir sama teman teman yang memperjuangkan tukin mengadvokasikan gaji dosen yang tidak layak gabung serikat dsb itu untuk kepentingan kita bersama lho,"['yang', 'mengingatkan', 'yang', 'yang', 'yang', 'tidak']","['yg', 'ngingetin', 'yg', 'yg', 'yg', 'nggak']","[2667696029615725929, -5138179228638492478, 2667696029615725929, 2667696029615725929, 2667696029615725929, 1931034917298726273]",video yang tepat untuk mengingatkan teman teman dosen yang sudah sejahtera kalaupun belum mau bergabung seminim minimnya jangan nyinyir sama teman teman yang memperjuangkan tukin mengadvokasikan gaji dosen yang tidak layak gabung serikat dsb itu untuk kepentingan kita bersama lho,the right video to remind fellow lecturers who are already well off even if they do not want to join at the very least not to be sarcastic toward friends who are fighting for tukin advocating for inadequate lecturer salaries joining the union etc that is for our common interest,the right video to remind fellow lecturer who are already well off even if they do not want to join at the very least not to be sarcastic toward friends who are fighting for salary advocating for inadequate lecturer salary joining the union etc that is for our common interest,video remind fellow lecturer already not join least not sarcastic toward friends fighting salary advocating inadequate lecturer salary joining union etc common interest,video remind fellow lecturer already not join least not sarcastic toward friend fight salary advocate inadequate lecturer salary join union etc common interest,"['video', 'remind', 'fellow', 'lecturer', 'already', 'not', 'join', 'least', 'not', 'sarcastic', 'toward', 'friend', 'fight', 'salary', 'advocate', 'inadequate', 'lecturer', 'salary', 'join', 'union', 'etc', 'common', 'interest']"
Fri Jan 17,12:40:01,"Dosen senior yang dimaksud ialah Abdul Gaffar Karim, Ketua Departemen Politik dan Pemerintahan FISIPOL UGM.

Apa membangun kesejahteraan oleh modal sosial dan jejaring sama dengan mendekat dan menjilat, mencari patron dari kelas berkuasa, Pak Abdul?

https://t.co/pgGFLqywew https://t.co/TnCnaZPSEn",Dosen senior yang dimaksud ialah Abdul Gaffar Karim Ketua Departemen Politik dan Pemerintahan FISIPOL UGM Apa membangun kesejahteraan oleh modal sosial dan jejaring sama dengan mendekat dan menjilat mencari patron dari kelas berkuasa Pak Abdul,dosen senior yang dimaksud ialah abdul gaffar karim ketua departemen politik dan pemerintahan fisipol ugm apa membangun kesejahteraan oleh modal sosial dan jejaring sama dengan mendekat dan menjilat mencari patron dari kelas berkuasa pak abdul,dosen senior yang dimaksud ialah abdul gaffar karim ketua departemen politik dan pemerintahan fisipol ugm apa membangun kesejahteraan oleh modal sosial dan jejaring sama dengan mendekat dan menjilat mencari patron dari kelas berkuasa pak abdul,[],[],[],dosen senior yang dimaksud ialah abdul gaffar karim ketua departemen politik dan pemerintahan fisipol ugm apa membangun kesejahteraan oleh modal sosial dan jejaring sama dengan mendekat dan menjilat mencari patron dari kelas berkuasa pak abdul,the senior lecturer referred to is abdul gaffar karim the head of the department of politics and government fisipol ugm does building welfare through social capital and networks equate to cozying up and sucking up to seek patrons from the ruling class mr abdul,the senior lecturer referred to is abdul gaffar karim the head of the department of politics and government fisipol ugm does building welfare through social capital and networks equate to cozying up and sucking up to seek patrons from the ruling class mr abdul,senior lecturer referred abdul gaffar karim head department politics government fisipol ugm building welfare social capital networks equate cozying sucking seek patrons ruling class mr abdul,senior lecturer refer abdul gaffar karim head department politics government fisipol ugm build welfare social capital network equate cozying suck seek patron rule class mr abdul,"['senior', 'lecturer', 'refer', 'abdul', 'gaffar', 'karim', 'head', 'department', 'politics', 'government', 'fisipol', 'ugm', 'build', 'welfare', 'social', 'capital', 'network', 'equate', 'cozying', 'suck', 'seek', 'patron', 'rule', 'class', 'mr', 'abdul']"
Fri Jan 17,12:37:46,"Dana Zakat untuk biaya MBG?

Kalau perlu buat bayar gaji guru dan dosen, lalu buat bayar utang Negara sekalian. Sesuai asnaf.",Dana Zakat untuk biaya MBG Kalau perlu buat bayar gaji guru dan dosen lalu buat bayar utang Negara sekalian Sesuai asnaf,dana zakat untuk biaya mbg kalau perlu buat bayar gaji guru dan dosen lalu buat bayar utang negara sekalian sesuai asnaf,dana zakat untuk biaya mbak kalau perlu buat bayar gaji guru dan dosen lalu buat bayar utang negara sekalian sesuai asnaf,['mbak'],['mbg'],[-5591047361525920525],dana zakat untuk biaya mbak kalau perlu buat bayar gaji guru dan dosen lalu buat bayar utang negara sekalian sesuai asnaf,zakat funds for sister expenses if needed to pay teachers and lecturers salaries and then to pay the country debt according to the asnaf,zakat funds for system expenses if needed to salary lecturer and lecturer salary and then to salary the country debt according to the asnaf,zakat funds system expenses needed salary lecturer lecturer salary salary country debt according asnaf,zakat fund system expense need salary lecturer lecturer salary salary country debt accord asnaf,"['zakat', 'fund', 'system', 'expense', 'need', 'salary', 'lecturer', 'lecturer', 'salary', 'salary', 'country', 'debt', 'accord', 'asnaf']"
Fri Jan 17,12:32:39,"gimana ceritanya mau membaca, infrastruktur membaca gak memadai, kesejahteraan &amp; beban guru &amp; dosen gak berimbang, kurikulum gak jelas, regulasi mencla-mencle? NOH WAPRES @gibran_tweet LU KAGA DEMEN BACA! PRESIDEN @prabowo LU MENGADA-ADA BERPIKIR DEFORESTASI GAK DIANGGAP SERIUS",gimana ceritanya mau membaca infrastruktur membaca gak memadai kesejahteraan amp beban guru amp dosen gak berimbang kurikulum gak jelas regulasi mencla mencle NOH WAPRES LU KAGA DEMEN BACA PRESIDEN LU MENGADA ADA BERPIKIR DEFORESTASI GAK DIANGGAP SERIUS,gimana ceritanya mau membaca infrastruktur membaca gak memadai kesejahteraan amp beban guru amp dosen gak berimbang kurikulum gak jelas regulasi mencla mencle noh wapres lu kaga demen baca presiden lu mengada ada berpikir deforestasi gak dianggap serius,bagaimana ceritanya mau membaca infrastruktur membaca tidak memadai kesejahteraan amp beban guru amp dosen tidak berimbang kurikulum tidak jelas regulasi mencla mencle noh wapres kamu kagak demen baca presiden kamu mengada ada berpikir deforestasi tidak dianggap serius,"['bagaimana', 'tidak', 'tidak', 'tidak', 'kamu', 'kagak', 'kamu', 'tidak']","['gimana', 'gak', 'gak', 'gak', 'lu', 'kaga', 'lu', 'gak']","[-8478027202793766719, 5298133465934452413, 5298133465934452413, 5298133465934452413, 135948045578415878, 3083310371637039835, 135948045578415878, 5298133465934452413]",bagaimana ceritanya mau membaca infrastruktur membaca tidak memadai kesejahteraan amp beban guru amp dosen tidak berimbang kurikulum tidak jelas regulasi mencla mencle noh wapres kamu kagak demen baca presiden kamu mengada ada berpikir deforestasi tidak dianggap serius,how is the story wants to read infrastructure reading is inadequate welfare and teacher and lecturer workload are unbalanced curriculum is unclear regulations are inconsistent uh vice president you don t like to read your president is making things up thinking deforestation is not taken seriously,how is the story wants to read infrastructure reading is inadequate welfare and lecturer and lecturer workload are unbalanced curriculum is unclear regulations are inconsistent uh vice president you don t like to read your president is making things up thinking deforestation is not taken seriously,story wants read infrastructure reading inadequate welfare lecturer lecturer workload unbalanced curriculum unclear regulations inconsistent uh vice president read president making things thinking deforestation not taken seriously,story want read infrastructure read inadequate welfare lecturer lecturer workload unbalance curriculum unclear regulation inconsistent uh vice president read president make thing think deforestation not take seriously,"['story', 'want', 'read', 'infrastructure', 'read', 'inadequate', 'welfare', 'lecturer', 'lecturer', 'workload', 'unbalance', 'curriculum', 'unclear', 'regulation', 'inconsistent', 'uh', 'vice', 'president', 'read', 'president', 'make', 'thing', 'think', 'deforestation', 'not', 'take', 'seriously']"
Fri Jan 17,12:27:09,"@sbmptnfess menurut gue mau aktif di kuliahan itu opsional sih balik lagi ke diri lu, gue pribadi aktif di kelas juga liat situasi sih, kalo pengalaman gue gak semua dosen nuntut harus aktif, semua balik lagi ke kontrak pembelajaran sih",menurut gue mau aktif di kuliahan itu opsional sih balik lagi ke diri lu gue pribadi aktif di kelas juga liat situasi sih kalo pengalaman gue gak semua dosen nuntut harus aktif semua balik lagi ke kontrak pembelajaran sih,menurut gue mau aktif di kuliahan itu opsional sih balik lagi ke diri lu gue pribadi aktif di kelas juga liat situasi sih kalo pengalaman gue gak semua dosen nuntut harus aktif semua balik lagi ke kontrak pembelajaran sih,menurut gue mau aktif di kuliahan itu opsional sih balik lagi ke diri kamu gue pribadi aktif di kelas juga lihat situasi sih kalau pengalaman gue tidak semua dosen menuntut harus aktif semua balik lagi ke kontrak pembelajaran sih,"['kamu', 'lihat', 'kalau', 'tidak', 'menuntut']","['lu', 'liat', 'kalo', 'gak', 'nuntut']","[135948045578415878, 5688266105876616364, -5384489139719775461, 5298133465934452413, 3069906772437978263]",menurut gue mau aktif di kuliahan itu opsional sih balik lagi ke diri kamu gue pribadi aktif di kelas juga lihat situasi sih kalau pengalaman gue tidak semua dosen menuntut harus aktif semua balik lagi ke kontrak pembelajaran sih,in my opinion wanting to be active in college is optional it comes back to yourself personally i am active in class but it also depends on the situation from my experience not all lecturers demand that you must be active all the time it comes back to the learning contract,in my opinion wanting to be active in institution is optional it comes back to yourself personally i am active in class but it also depends on the situation from my experience not all lecturer demand that you must be active all the time it comes back to the learning contract,opinion wanting active institution optional comes back personally active class depends situation experience not lecturer demand active time comes back learning contract,opinion want active institution optional come back personally active class depend situation experience not lecturer demand active time come back learn contract,"['opinion', 'want', 'active', 'institution', 'optional', 'come', 'back', 'personally', 'active', 'class', 'depend', 'situation', 'experience', 'not', 'lecturer', 'demand', 'active', 'time', 'come', 'back', 'learn', 'contract']"
Fri Jan 17,11:55:30,"@Ogaman888 emang disini ga kekurangan dosen? belum ngomongin soal kualitas dosen, beban administrasi, dosen underpaid, kesejahteraan dosen...... jadi lu mau nyebokin yg bagian mana dulu?",emang disini ga kekurangan dosen belum ngomongin soal kualitas dosen beban administrasi dosen underpaid kesejahteraan dosen jadi lu mau nyebokin yg bagian mana dulu,emang disini ga kekurangan dosen belum ngomongin soal kualitas dosen beban administrasi dosen underpaid kesejahteraan dosen jadi lu mau nyebokin yg bagian mana dulu,memang disini tidak kekurangan dosen belum mengomongkan soal kualitas dosen beban administrasi dosen underpaid kesejahteraan dosen jadi kamu mau nyebokin yang bagian mana dulu,"['memang', 'tidak', 'mengomongkan', 'kamu', 'yang']","['emang', 'ga', 'ngomongin', 'lu', 'yg']","[3859220474851792327, -1647583646953850176, -8515439302339395944, 135948045578415878, 2667696029615725929]",memang disini tidak kekurangan dosen belum mengomongkan soal kualitas dosen beban administrasi dosen underpaid kesejahteraan dosen jadi kamu mau nyebokin yang bagian mana dulu,indeed here we are not lacking lecturers not to mention the quality of lecturers administrative burden underpaid lecturers lecturer welfare so which part do you want to clean up first,indeed here we are not lacking lecturer not to mention the quality of lecturer administrative burden underpaid lecturer lecturer welfare so which part do you want to clean up first,indeed not lacking lecturer not mention quality lecturer administrative burden underpaid lecturer lecturer welfare part clean,indeed not lack lecturer not mention quality lecturer administrative burden underpay lecturer lecturer welfare part clean,"['indeed', 'not', 'lack', 'lecturer', 'not', 'mention', 'quality', 'lecturer', 'administrative', 'burden', 'underpay', 'lecturer', 'lecturer', 'welfare', 'part', 'clean']"
Fri Jan 17,11:28:43,"@fmuchtaar Padahal poin fokus itu karena mereka gaji guru/dosen lebih besar, malah dialihkan fokusnya ke miskin. Ya udah tau...
Wkwkwk
https://t.co/tQP8Mf7TUe",Padahal poin fokus itu karena mereka gaji guru dosen lebih besar malah dialihkan fokusnya ke miskin Ya udah tau Wkwkwk,padahal poin fokus itu karena mereka gaji guru dosen lebih besar malah dialihkan fokusnya ke miskin ya udah tau wkwkwk,padahal poin fokus itu karena mereka gaji guru dosen lebih besar malah dialihkan fokusnya ke miskin ya sudah tau wkwkwk,['sudah'],['udah'],[3999741697868881367],padahal poin fokus itu karena mereka gaji guru dosen lebih besar malah dialihkan fokusnya ke miskin ya sudah tau wkwkwk,even though the main point is that because they pay teachers and lecturers more the focus is instead shifted to the poor well got it lol,even though the main point is that because they salary lecturer and lecturer more the focus is instead shifted to the poor well got it lol,main point salary lecturer lecturer focus instead shifted poor lol,main point salary lecturer lecturer focus instead shift poor lol,"['main', 'point', 'salary', 'lecturer', 'lecturer', 'focus', 'instead', 'shift', 'poor', 'lol']"
Fri Jan 17,10:55:33,"@1212MAonTWT UKT mahal gaji dosen tidak layak. Kalau BPJS ga nutup, biaya kesehatan mahal banget. Eh tapi gaji perawat dan dokternya banyak yang ga layak juga.",UKT mahal gaji dosen tidak layak Kalau BPJS ga nutup biaya kesehatan mahal banget Eh tapi gaji perawat dan dokternya banyak yang ga layak juga,ukt mahal gaji dosen tidak layak kalau bpjs ga nutup biaya kesehatan mahal banget eh tapi gaji perawat dan dokternya banyak yang ga layak juga,ukt mahal gaji dosen tidak layak kalau bpjs tidak nutup biaya kesehatan mahal banget eh tapi gaji perawat dan dokternya banyak yang tidak layak juga,"['tidak', 'tidak']","['ga', 'ga']","[-1647583646953850176, -1647583646953850176]",ukt mahal gaji dosen tidak layak kalau bpjs tidak nutup biaya kesehatan mahal banget eh tapi gaji perawat dan dokternya banyak yang tidak layak juga,expensive tuition lecturers salaries are not decent if bpjs does not cover the health costs which are very expensive oh but many nurses and doctors salaries are also not decent,expensive tuition lecturer salary are not decent if bpjs does not cover the health costs which are very expensive oh but many nurses and doctors salary are also not decent,expensive tuition lecturer salary not decent bpjs not cover health costs expensive oh nurses doctors salary not decent,expensive tuition lecturer salary not decent bpjs not cover health cost expensive oh nurse doctor salary not decent,"['expensive', 'tuition', 'lecturer', 'salary', 'not', 'decent', 'bpjs', 'not', 'cover', 'health', 'cost', 'expensive', 'oh', 'nurse', 'doctor', 'salary', 'not', 'decent']"
Fri Jan 17,08:27:08,"@hammsqi Padahal mah emang pemerintah ga pernah ngasi peduli sedikitpun ke para guru. Jangankan ngasi Dua digit, gaji UMR aja kaga. Even dosen juga kecil banget gajinya (termasuk kampus top) yang akhirnya banyak jurusan yang kekurangan dosen.",Padahal mah emang pemerintah ga pernah ngasi peduli sedikitpun ke para guru Jangankan ngasi Dua digit gaji UMR aja kaga Even dosen juga kecil banget gajinya termasuk kampus top yang akhirnya banyak jurusan yang kekurangan dosen,padahal mah emang pemerintah ga pernah ngasi peduli sedikitpun ke para guru jangankan ngasi dua digit gaji umr aja kaga even dosen juga kecil banget gajinya termasuk kampus top yang akhirnya banyak jurusan yang kekurangan dosen,padahal mah memang pemerintah tidak pernah mengasih peduli sedikitpun ke para guru jangankan mengasih dua digit gaji umr saja kagak even dosen juga kecil banget gajinya termasuk kampus top yang akhirnya banyak jurusan yang kekurangan dosen,"['memang', 'tidak', 'mengasih', 'mengasih', 'saja', 'kagak']","['emang', 'ga', 'ngasi', 'ngasi', 'aja', 'kaga']","[3859220474851792327, -1647583646953850176, -5053561253201423706, -5053561253201423706, -5214622237750482465, 3083310371637039835]",padahal mah memang pemerintah tidak pernah mengasih peduli sedikitpun ke para guru jangankan mengasih dua digit gaji umr saja kagak even dosen juga kecil banget gajinya termasuk kampus top yang akhirnya banyak jurusan yang kekurangan dosen,in fact the government really never cares even a little about teachers let alone giving a double digit salary they don t even meet the minimum wage even the salaries of lecturers are very small including in top campuses which eventually causes many departments to lack lecturers,in fact the government really never cares even a little about lecturer let alone giving a double digit salary they don t even meet the minimum salary even the salary of lecturer are very small including in top institution which eventually causes many departments to lack lecturer,fact government never cares little lecturer let alone giving double digit salary meet minimum salary salary lecturer including top institution eventually causes departments lack lecturer,fact government never care little lecturer let alone give double digit salary meet minimum salary salary lecturer include top institution eventually cause department lack lecturer,"['fact', 'government', 'never', 'care', 'little', 'lecturer', 'let', 'alone', 'give', 'double', 'digit', 'salary', 'meet', 'minimum', 'salary', 'salary', 'lecturer', 'include', 'top', 'institution', 'eventually', 'cause', 'department', 'lack', 'lecturer']"
Fri Jan 17,07:40:23,"Ketika gue mundur dari rekrutmen CPNS dosen karena perkara gaji ini, semua orang bahas ini :)
“Gue mau gaji yg jelas dulu.”",Ketika gue mundur dari rekrutmen CPNS dosen karena perkara gaji ini semua orang bahas ini Gue mau gaji yg jelas dulu,ketika gue mundur dari rekrutmen cpns dosen karena perkara gaji ini semua orang bahas ini gue mau gaji yg jelas dulu,ketika gue mundur dari rekrutmen cpns dosen karena perkara gaji ini semua orang bahas ini gue mau gaji yang jelas dulu,['yang'],['yg'],[2667696029615725929],ketika gue mundur dari rekrutmen cpns dosen karena perkara gaji ini semua orang bahas ini gue mau gaji yang jelas dulu,when i withdrew from the civil servant lecturer recruitment because of this salary issue everyone is talking about it i want a clear salary first,when i withdrew from the status lecturer recruitment because of this salary issue everyone is talking about it i want a clear salary first,withdrew status lecturer recruitment salary issue everyone talking clear salary,withdraw status lecturer recruitment salary issue everyone talk clear salary,"['withdraw', 'status', 'lecturer', 'recruitment', 'salary', 'issue', 'everyone', 'talk', 'clear', 'salary']"
Fri Jan 17,06:11:28,"Kesimpulan yang di-printscreen.

1) ""Pendapatan saya yang utama bukan dari gaji dan tunjangan sebagai dosen. Gak cukup.""

2) ""Saya susah payah bangun modal sosial dan jejaring. Kalian juga harusnya bisa.""

3) ""Jadi gak usahlah kalian perjuangin itu gaji dan tukin. Mending kalian cari modal sosial dan jejaring.""

Gitu kan?

***

Mending dibalik aja deh, ngapain jadi dosen kalau situ udah punya modal sosial dan jejaring?

Buang-buang waktu aja, ngapain ngajar dan riset?

Siapa yang jadi korban kalau ngajar aja bukan pekerjaan profesional dia?",Kesimpulan yang di printscreen Pendapatan saya yang utama bukan dari gaji dan tunjangan sebagai dosen Gak cukup Saya susah payah bangun modal sosial dan jejaring Kalian juga harusnya bisa Jadi gak usahlah kalian perjuangin itu gaji dan tukin Mending kalian cari modal sosial dan jejaring Gitu kan Mending dibalik aja deh ngapain jadi dosen kalau situ udah punya modal sosial dan jejaring Buang buang waktu aja ngapain ngajar dan riset Siapa yang jadi korban kalau ngajar aja bukan pekerjaan profesional dia,kesimpulan yang di printscreen pendapatan saya yang utama bukan dari gaji dan tunjangan sebagai dosen gak cukup saya susah payah bangun modal sosial dan jejaring kalian juga harusnya bisa jadi gak usahlah kalian perjuangin itu gaji dan tukin mending kalian cari modal sosial dan jejaring gitu kan mending dibalik aja deh ngapain jadi dosen kalau situ udah punya modal sosial dan jejaring buang buang waktu aja ngapain ngajar dan riset siapa yang jadi korban kalau ngajar aja bukan pekerjaan profesional dia,kesimpulan yang di printscreen pendapatan saya yang utama bukan dari gaji dan tunjangan sebagai dosen tidak cukup saya susah payah bangun modal sosial dan jejaring kalian juga harusnya bisa jadi tidak usahlah kalian perjuangin itu gaji dan tukin mending kalian cari modal sosial dan jejaring begitu kan mending dibalik saja deh mengapai jadi dosen kalau situ sudah punya modal sosial dan jejaring buang buang waktu saja mengapai mengajar dan riset siapa yang jadi korban kalau mengajar saja bukan pekerjaan profesional dia,"['tidak', 'tidak', 'begitu', 'saja', 'mengapai', 'sudah', 'saja', 'mengapai', 'mengajar', 'mengajar', 'saja']","['gak', 'gak', 'gitu', 'aja', 'ngapain', 'udah', 'aja', 'ngapain', 'ngajar', 'ngajar', 'aja']","[5298133465934452413, 5298133465934452413, -8765290408779190588, -5214622237750482465, -1190968570739605286, 3999741697868881367, -5214622237750482465, -1190968570739605286, 5284648309057257807, 5284648309057257807, -5214622237750482465]",kesimpulan yang di printscreen pendapatan saya yang utama bukan dari gaji dan tunjangan sebagai dosen tidak cukup saya susah payah bangun modal sosial dan jejaring kalian juga harusnya bisa jadi tidak usahlah kalian perjuangin itu gaji dan tukin mending kalian cari modal sosial dan jejaring begitu kan mending dibalik saja deh mengapai jadi dosen kalau situ sudah punya modal sosial dan jejaring buang buang waktu saja mengapai mengajar dan riset siapa yang jadi korban kalau mengajar saja bukan pekerjaan profesional dia,the conclusion from the screenshot of my income is that my main income does not come from salary and allowances as a lecturer it not enough i painstakingly built social capital and networks you all should be able to do the same so there no need for you to fight for that salary and allowances it better for you to seek social capital and networks instead or rather to reverse it why strive to become a lecturer if you already have social capital and networks it just a waste of time to strive for teaching and research who becomes the victim if teaching alone is not a professional job,the conclusion from the screenshot of my salary is that my main salary does not come from salary and salary as a lecturer it not enough i painstakingly built social capital and networks you all should be able to do the same so there no need for you to fight for that salary and salary it better for you to seek social capital and networks instead or rather to reverse it why strive to become a lecturer if you already have social capital and networks it just a waste of time to strive for teaching and research who becomes the victim if teaching alone is not a professional job,conclusion screenshot salary main salary not come salary salary lecturer not enough painstakingly built social capital networks able no need fight salary salary better seek social capital networks instead rather reverse strive lecturer already social capital networks waste time strive teaching research becomes victim teaching alone not professional job,conclusion screenshot salary main salary not come salary salary lecturer not enough painstakingly build social capital network able no need fight salary salary better seek social capital network instead rather reverse strive lecturer already social capital network waste time strive teach research become victim teach alone not professional job,"['conclusion', 'screenshot', 'salary', 'main', 'salary', 'not', 'come', 'salary', 'salary', 'lecturer', 'not', 'enough', 'painstakingly', 'build', 'social', 'capital', 'network', 'able', 'no', 'need', 'fight', 'salary', 'salary', 'better', 'seek', 'social', 'capital', 'network', 'instead', 'rather', 'reverse', 'strive', 'lecturer', 'already', 'social', 'capital', 'network', 'waste', 'time', 'strive', 'teach', 'research', 'become', 'victim', 'teach', 'alone', 'not', 'professional', 'job']"
Fri Jan 17,04:03:13,"Masa indonesia yg terkenal negara kaya kalah sama TimLes yg notabennya negara miskin like u said wkwkwk

Mereka aja bisa gaji dosen scr manusiawi 💁",Masa indonesia yg terkenal negara kaya kalah sama TimLes yg notabennya negara miskin like u said wkwkwk Mereka aja bisa gaji dosen scr manusiawi,masa indonesia yg terkenal negara kaya kalah sama timles yg notabennya negara miskin like u said wkwkwk mereka aja bisa gaji dosen scr manusiawi,masa indonesia yang terkenal negara kayak kalah sama timles yang notabennya negara miskin like said wkwkwk mereka saja bisa gaji dosen secara manusiawi,"['yang', 'kayak', 'yang', 'saja', 'secara']","['yg', 'kaya', 'yg', 'aja', 'scr']","[2667696029615725929, -1372791793016808979, 2667696029615725929, -5214622237750482465, -6506411878809088343]",masa indonesia yang terkenal negara kayak kalah sama timles yang notabennya negara miskin like said wkwkwk mereka saja bisa gaji dosen secara manusiawi,the period when indonesia a country that supposedly famous loses to timor leste which is supposed to be a poor country like said lol they can even pay lecturers decently,the period when indonesia a country that supposedly famous loses to timor leste which is supposed to be a poor country like said lol they can even salary lecturer decently,period indonesia country supposedly famous loses timor leste supposed poor country lol salary lecturer decently,period indonesia country supposedly famous lose timor leste suppose poor country lol salary lecturer decently,"['period', 'indonesia', 'country', 'supposedly', 'famous', 'lose', 'timor', 'leste', 'suppose', 'poor', 'country', 'lol', 'salary', 'lecturer', 'decently']"
