tanggal,waktu,text,cleaning,case_folding,normalisasi,kata_baku,kata_tidak_baku,kata_Tidak_Baku_hash,normalisasi_fixed,translated_text,synonym,stopword_removal,tokenize,final_word_count
Sun Mar 29,14:15:12,"Bisa dimulai dari gaji guru yang layak. 

Sebagai orang yang sedang diajar dengan ""sistem"" ini, mimin tahu semua dosen mimin gajinya bisa sama seperti pekerja startup.

Waktunya full buat riset, mengajar, dan kolaborasi dengan dosen bidang2 lain.",Bisa dimulai dari gaji guru yang layak Sebagai orang yang sedang diajar dengan sistem ini mimin tahu semua dosen mimin gajinya bisa sama seperti pekerja startup Waktunya full buat riset mengajar dan kolaborasi dengan dosen bidang2 lain,bisa dimulai dari gaji guru yang layak sebagai orang yang sedang diajar dengan sistem ini mimin tahu semua dosen mimin gajinya bisa sama seperti pekerja startup waktunya full buat riset mengajar dan kolaborasi dengan dosen bidang2 lain,bisa dimulai dari gaji guru yang layak sebagai orang yang sedang diajar dengan sistem ini admin tahu semua dosen admin gajinya bisa sama seperti pekerja startup waktunya full buat riset mengajar dan kolaborasi dengan dosen bidang2 lain,"['admin', 'admin']","['mimin', 'mimin']","[1697913241404076568, 1697913241404076568]",bisa dimulai dari gaji guru yang layak sebagai orang yang sedang diajar dengan sistem ini admin tahu semua dosen admin gajinya bisa sama seperti pekerja startup waktunya full buat riset mengajar dan kolaborasi dengan dosen bidang2 lain,you can start with a decent teacher salary as someone who is being taught with this system admin knows that all admin lecturers can get the same salary as startup workers they have full time for teaching research and collaboration with lecturers in other fields,you can start with a decent lecturer salary as someone who is being taught with this system admin knows that all admin lecturer can get the same salary as startup workers they have full time for teaching research and collaboration with lecturer in other fields,start decent lecturer salary someone taught system admin knows admin lecturer salary startup workers full time teaching research collaboration lecturer fields,"['start', 'decent', 'lecturer', 'salary', 'someone', 'taught', 'system', 'admin', 'knows', 'admin', 'lecturer', 'salary', 'startup', 'workers', 'full', 'time', 'teaching', 'research', 'collaboration', 'lecturer', 'fields']",21
Sun Mar 29,08:06:01,"@KemensetnegRI Mantab Pak Wo, jaga kesehatan. Kapan blusukan di Lab rekan saya yg seorang dosen peneliti tapi ""dinon-aktifkan"" sepihak hanya dengan surat wakil rektor? Dia PNS, tapi tdk terima gaji lebih dari 2,5 tahun, bkn-kah Kita sedang butuh High-skill employees?",Mantab Pak Wo jaga kesehatan Kapan blusukan di Lab rekan saya yg seorang dosen peneliti tapi dinon aktifkan sepihak hanya dengan surat wakil rektor Dia PNS tapi tdk terima gaji lebih dari tahun bkn kah Kita sedang butuh High skill employees,mantab pak wo jaga kesehatan kapan blusukan di lab rekan saya yg seorang dosen peneliti tapi dinon aktifkan sepihak hanya dengan surat wakil rektor dia pns tapi tdk terima gaji lebih dari tahun bkn kah kita sedang butuh high skill employees,mantab pak wo jaga kesehatan kapan blusukan di lab rekan saya yang seorang dosen peneliti tapi dinon aktifkan sepihak hanya dengan surat wakil rektor dia pns tapi tidak terima gaji lebih dari tahun bukan kah kita sedang butuh high skill employees,"['yang', 'tidak', 'bukan']","['yg', 'tdk', 'bkn']","[6026876920451960175, 4674484082695111210, 8789791815177268889]",mantab pak wo jaga kesehatan kapan blusukan di lab rekan saya yang seorang dosen peneliti tapi dinon aktifkan sepihak hanya dengan surat wakil rektor dia pns tapi tidak terima gaji lebih dari tahun bukan kah kita sedang butuh high skill employees,great sir take care of your health when will you visit the lab my colleague is a research lecturer but was deactivated unilaterally only by a letter from the vice chancellor he is a civil servant but he doesn t receive a salary for more than a year don t we need high skill employees,great sir take care of your health when will you visit the lab my colleague is a research lecturer but was deactivated unilaterally only by a letter from the vice chancellor he is a status but he doesn t receive a salary for more than a year don t we need high skill employees,great care health visit lab colleague research lecturer deactivated unilaterally letter vice chancellor status receive salary need high skill employees,"['great', 'care', 'health', 'visit', 'lab', 'colleague', 'research', 'lecturer', 'deactivated', 'unilaterally', 'letter', 'vice', 'chancellor', 'status', 'receive', 'salary', 'need', 'high', 'skill', 'employees']",20
Sun Mar 29,04:36:21,"@ardisatriawan Ada dosen, lulus sertifikasi tp dananya gk cair sampai skrg. Dia jg selalu lulus dlm berbagai test bahkan dpt nilai tertinggi; tp sekolah/kampus kolusi &amp; nepotismenya kuat, persaingan antar guru/dosen honorer yg udh lama jg ketat. Yg pny ordal kepsek/rektor or yysan itu yg hoki.",Ada dosen lulus sertifikasi tp dananya gk cair sampai skrg Dia jg selalu lulus dlm berbagai test bahkan dpt nilai tertinggi tp sekolah kampus kolusi amp nepotismenya kuat persaingan antar guru dosen honorer yg udh lama jg ketat Yg pny ordal kepsek rektor or yysan itu yg hoki,ada dosen lulus sertifikasi tp dananya gk cair sampai skrg dia jg selalu lulus dlm berbagai test bahkan dpt nilai tertinggi tp sekolah kampus kolusi amp nepotismenya kuat persaingan antar guru dosen honorer yg udh lama jg ketat yg pny ordal kepsek rektor or yysan itu yg hoki,ada dosen lulus sertifikasi tapi dananya tidak cair sampai sekarang dia juga selalu lulus dalam berbagai test bahkan dapat nilai tertinggi tapi sekolah kampus kolusi amp nepotismenya kuat persaingan antar guru dosen honorer yang sudah lama juga ketat yang punya ordal kepsek rektor orang yysan itu yang hoki,"['tapi', 'tidak', 'sekarang', 'juga', 'dalam', 'dapat', 'tapi', 'yang', 'sudah', 'juga', 'yang', 'punya', 'orang', 'yang']","['tp', 'gk', 'skrg', 'jg', 'dlm', 'dpt', 'tp', 'yg', 'udh', 'jg', 'yg', 'pny', 'or', 'yg']","[-6771477115786454971, 720608101371998850, -4901996645797093424, 5007721182759775718, -4268799912617673189, 6045252594680011531, -6771477115786454971, 6026876920451960175, -5304065943302597610, 5007721182759775718, 6026876920451960175, 3058107215532024246, -4333995165054261132, 6026876920451960175]",ada dosen lulus sertifikasi tapi dananya tidak cair sampai sekarang dia juga selalu lulus dalam berbagai test bahkan dapat nilai tertinggi tapi sekolah kampus kolusi amp nepotismenya kuat persaingan antar guru dosen honorer yang sudah lama juga ketat yang punya ordal kepsek rektor orang yysan itu yang hoki,there is a lecturer who has passed the certification but the funds have not been disbursed until now he always passes various tests and even gets the highest marks but the school campus has strong collusion and nepotism the competition between teachers honorary lecturers who have been around for a long time is also tight who has an ordal principal the chancellor a yysan person who is lucky,there is a lecturer who has passed the certification but the funds have not been disbursed until now he always passes various tests and even gets the highest marks but the institution institution has strong collusion and nepotism the competition between lecturer salary lecturer who have been around for a long time is also tight who has an ordal principal the chancellor a yysan person who is lucky,lecturer passed certification funds disbursed always passes various tests gets highest marks institution institution strong collusion nepotism competition lecturer salary lecturer around long time tight ordal principal chancellor yysan person lucky,"['lecturer', 'passed', 'certification', 'funds', 'disbursed', 'always', 'passes', 'various', 'tests', 'gets', 'highest', 'marks', 'institution', 'institution', 'strong', 'collusion', 'nepotism', 'competition', 'lecturer', 'salary', 'lecturer', 'around', 'long', 'time', 'tight', 'ordal', 'principal', 'chancellor', 'yysan', 'person', 'lucky']",31
Sun Mar 29,03:10:34,"Gw lebih berharap sistem penyeleksiannya diperbagus bgt.

Mau gaji gede tp sistem penyeleksiannya busuk mah hasilnya bisa sama aja.

Sampel: ada dosen swasta, gaji lumayan, ngajar di kelas engga bener tapi malah jd PK

Walau sampelnya dikit tp ttp ada modelan gini yaa suram juga",Gw lebih berharap sistem penyeleksiannya diperbagus bgt Mau gaji gede tp sistem penyeleksiannya busuk mah hasilnya bisa sama aja Sampel ada dosen swasta gaji lumayan ngajar di kelas engga bener tapi malah jd PK Walau sampelnya dikit tp ttp ada modelan gini yaa suram juga,gw lebih berharap sistem penyeleksiannya diperbagus bgt mau gaji gede tp sistem penyeleksiannya busuk mah hasilnya bisa sama aja sampel ada dosen swasta gaji lumayan ngajar di kelas engga bener tapi malah jd pk walau sampelnya dikit tp ttp ada modelan gini yaa suram juga,gue lebih berharap sistem penyeleksiannya diperbagus banget mau gaji gede tapi sistem penyeleksiannya busuk mah hasilnya bisa sama saja sampel ada dosen swasta gaji lumayan mengajar di kelas tidak benar tapi malah jadi pakai walau sampelnya dikit tapi tetap ada modelan begini ya suram juga,"['gue', 'banget', 'tapi', 'saja', 'mengajar', 'tidak', 'benar', 'jadi', 'pakai', 'tapi', 'tetap', 'begini', 'ya']","['gw', 'bgt', 'tp', 'aja', 'ngajar', 'engga', 'bener', 'jd', 'pk', 'tp', 'ttp', 'gini', 'yaa']","[574503688437735715, -8322724488752483880, -6771477115786454971, 3102073081575664814, -6894781264601179743, -767113032954660927, 8239515835078059901, -178205850972972229, 96210296366885533, -6771477115786454971, 7375032972575776724, 6068674459458488880, 6413273920117476849]",gue lebih berharap sistem penyeleksiannya diperbagus banget mau gaji gede tapi sistem penyeleksiannya busuk mah hasilnya bisa sama saja sampel ada dosen swasta gaji lumayan mengajar di kelas tidak benar tapi malah jadi pakai walau sampelnya dikit tapi tetap ada modelan begini ya suram juga,i really hope that the selection system will be really improved i want a big salary but the selection system is rotten the results can be the same for example there are private lecturers with good salaries who teach in classes which is not true but instead they use it even though the sample is small there is still a model like this which is also gloomy,i really hope that the selection system will be really improved i want a big salary but the selection system is rotten the results can be the same for example there are private lecturer with good salary who teach in classes which is not true but instead they use it even though the sample is small there is still a model like this which is also gloomy,hope selection system improved big salary selection system rotten results example private lecturer salary teach classes true instead use sample model gloomy,"['hope', 'selection', 'system', 'improved', 'big', 'salary', 'selection', 'system', 'rotten', 'results', 'example', 'private', 'lecturer', 'salary', 'teach', 'classes', 'true', 'instead', 'use', 'sample', 'model', 'gloomy']",22
Sat Mar 28,09:57:53,"Ini fakta yang sering disembunyikan. Banyak dosen PTS cuma dapat gaji pokok ratusan ribu, sisanya dari honor mengajar atau proyek. Testimoni di MK ini bukti nyata bahwa Pasal 52 UU Guru & Dosen perlu ditafsir ulang. Dosen bukan mesin cuci ompreng, mereka mendidik generasi bangsa. Dukung perjuangan Serikat Pekerja Kampus!",Ini fakta yang sering disembunyikan Banyak dosen PTS cuma dapat gaji pokok ratusan ribu sisanya dari honor mengajar atau proyek Testimoni di MK ini bukti nyata bahwa Pasal UU Guru Dosen perlu ditafsir ulang Dosen bukan mesin cuci ompreng mereka mendidik generasi bangsa Dukung perjuangan Serikat Pekerja Kampus,ini fakta yang sering disembunyikan banyak dosen pts cuma dapat gaji pokok ratusan ribu sisanya dari honor mengajar atau proyek testimoni di mk ini bukti nyata bahwa pasal uu guru dosen perlu ditafsir ulang dosen bukan mesin cuci ompreng mereka mendidik generasi bangsa dukung perjuangan serikat pekerja kampus,ini fakta yang sering disembunyikan banyak dosen pts cuma dapat gaji pokok ratusan ribu sisanya dari honor mengajar atau proyek testimoni di maka ini bukti nyata bahwa pasal uu guru dosen perlu ditafsir ulang dosen bukan mesin cuci ompreng mereka mendidik generasi bangsa dukung perjuangan serikat pekerja kampus,['maka'],['mk'],[9209168558333320244],ini fakta yang sering disembunyikan banyak dosen pts cuma dapat gaji pokok ratusan ribu sisanya dari honor mengajar atau proyek testimoni di maka ini bukti nyata bahwa pasal uu guru dosen perlu ditafsir ulang dosen bukan mesin cuci ompreng mereka mendidik generasi bangsa dukung perjuangan serikat pekerja kampus,this is a fact that is often hidden many university lecturers only get a basic salary of hundreds of thousands the rest comes from teaching honorariums or testimonial projects so this is clear evidence that the articles of the teacher law lecturers need to be reinterpreted lecturers are not washing machines they are educating the nation generation support the struggle of campus workers unions,this is a fact that is often hidden many institution lecturer only get a basic salary of hundreds of thousands the rest comes from teaching salary or testimonial projects so this is clear evidence that the articles of the lecturer law lecturer need to be reinterpreted lecturer are not washing machines they are educating the nation generation support the struggle of institution workers unions,fact often hidden institution lecturer basic salary hundreds thousands rest comes teaching salary testimonial projects clear evidence articles lecturer law lecturer need reinterpreted lecturer washing machines educating nation generation support struggle institution workers unions,"['fact', 'often', 'hidden', 'institution', 'lecturer', 'basic', 'salary', 'hundreds', 'thousands', 'rest', 'comes', 'teaching', 'salary', 'testimonial', 'projects', 'clear', 'evidence', 'articles', 'lecturer', 'law', 'lecturer', 'need', 'reinterpreted', 'lecturer', 'washing', 'machines', 'educating', 'nation', 'generation', 'support', 'struggle', 'institution', 'workers', 'unions']",34
Sat Mar 28,07:04:50,"2. pelajar/mahasiswa yang mengajukan pertanyaan atau jawaban tak terduga justru menjadi bahan olokan dan tak sedikit juga guru/dosen gagal menjadi penengah.
3. tidak semua guru layak mendapatkan kenaikan gaji, semua tetap tergantung pada kinerja guru.",pelajar mahasiswa yang mengajukan pertanyaan atau jawaban tak terduga justru menjadi bahan olokan dan tak sedikit juga guru dosen gagal menjadi penengah tidak semua guru layak mendapatkan kenaikan gaji semua tetap tergantung pada kinerja guru,pelajar mahasiswa yang mengajukan pertanyaan atau jawaban tak terduga justru menjadi bahan olokan dan tak sedikit juga guru dosen gagal menjadi penengah tidak semua guru layak mendapatkan kenaikan gaji semua tetap tergantung pada kinerja guru,pelajar mahasiswa yang mengajukan pertanyaan atau jawaban tak terduga justru menjadi bahan olokan dan tak sedikit juga guru dosen gagal menjadi penengah tidak semua guru layak mendapatkan kenaikan gaji semua tetap tergantung pada kinerja guru,[],[],[],pelajar mahasiswa yang mengajukan pertanyaan atau jawaban tak terduga justru menjadi bahan olokan dan tak sedikit juga guru dosen gagal menjadi penengah tidak semua guru layak mendapatkan kenaikan gaji semua tetap tergantung pada kinerja guru,students who ask questions or have unexpected answers actually become the subject of ridicule and quite a few lecturers also fail to act as mediators not all teachers deserve a salary increase it all depends on the teacher performance,students who ask questions or have unexpected answers actually become the subject of ridicule and quite a few lecturer also fail to act as mediators not all lecturer deserve a salary increase it all depends on the lecturer performance,students ask questions unexpected answers actually subject ridicule quite lecturer fail act mediators lecturer deserve salary increase depends lecturer performance,"['students', 'ask', 'questions', 'unexpected', 'answers', 'actually', 'subject', 'ridicule', 'quite', 'lecturer', 'fail', 'act', 'mediators', 'lecturer', 'deserve', 'salary', 'increase', 'depends', 'lecturer', 'performance']",20
Fri Mar 27,19:25:09,"Liat syarat jadi dosen gua udah memumpuni, cuma masalahnya hati ini melihat slip gaji ito loh 🥺berat bgt mau mengabdi",Liat syarat jadi dosen gua udah memumpuni cuma masalahnya hati ini melihat slip gaji ito loh berat bgt mau mengabdi,liat syarat jadi dosen gua udah memumpuni cuma masalahnya hati ini melihat slip gaji ito loh berat bgt mau mengabdi,lihat syarat jadi dosen gua sudah memumpuni cuma masalahnya hati ini melihat slip gaji ito loh berat banget mau mengabdi,"['lihat', 'sudah', 'banget']","['liat', 'udah', 'bgt']","[3893175954263624634, -4375945338045552653, -8322724488752483880]",lihat syarat jadi dosen gua sudah memumpuni cuma masalahnya hati ini melihat slip gaji ito loh berat banget mau mengabdi,look at the requirements to become a lecturer i m already qualified the only problem is that my heart is looking at my pay slip it really hard to want to serve,look at the requirements to become a lecturer i m already qualified the only problem is that my heart is looking at my salary slip it really hard to want to serve,look requirements lecturer already qualified problem heart looking salary slip hard serve,"['look', 'requirements', 'lecturer', 'already', 'qualified', 'problem', 'heart', 'looking', 'salary', 'slip', 'hard', 'serve']",12
Fri Mar 27,12:52:12,"@BurhanMuhtadi imho, LPDP hanya untuk orang yg berprevilage. Dosen swasta yg gaji mendang mending padahal kemampuan &amp; kompetensi ada tp kurang dlm kemampuan bahasa inggris otomatis akan tereliminasi. Dan itulah salah 1 masalah knp S3 dikit 😅. Ya kaliii gaji dosen ½ umr jogja suruh S3",imho LPDP hanya untuk orang yg berprevilage Dosen swasta yg gaji mendang mending padahal kemampuan amp kompetensi ada tp kurang dlm kemampuan bahasa inggris otomatis akan tereliminasi Dan itulah salah masalah knp S3 dikit Ya kaliii gaji dosen umr jogja suruh S3,imho lpdp hanya untuk orang yg berprevilage dosen swasta yg gaji mendang mending padahal kemampuan amp kompetensi ada tp kurang dlm kemampuan bahasa inggris otomatis akan tereliminasi dan itulah salah masalah knp s3 dikit ya kaliii gaji dosen umr jogja suruh s3,imho lpdp hanya untuk orang yang berprevilage dosen swasta yang gaji mendang mending padahal kemampuan amp kompetensi ada tapi kurang dalam kemampuan bahasa inggris otomatis akan tereliminasi dan itulah salah masalah kenapa s3 dikit ya kali gaji dosen umr jogja suruh s3,"['yang', 'yang', 'tapi', 'dalam', 'kenapa', 'kali']","['yg', 'yg', 'tp', 'dlm', 'knp', 'kaliii']","[6026876920451960175, 6026876920451960175, -6771477115786454971, -4268799912617673189, 1708289608319014832, 1435520481853398322]",imho lpdp hanya untuk orang yang berprevilage dosen swasta yang gaji mendang mending padahal kemampuan amp kompetensi ada tapi kurang dalam kemampuan bahasa inggris otomatis akan tereliminasi dan itulah salah masalah kenapa doctoral degree dikit ya kali gaji dosen umr jogja suruh doctoral degree,imho lpdp is only for people with the privilege of private lecturers whose salaries are good even though the ability competency is there but lacking in english language skills will automatically be eliminated and that is one of the problems why there are so few doctoral degrees,imho lpdp is only for people with the privilege of private lecturer whose salary are good even though the ability competency is there but lacking in english language skills will automatically be eliminated and that is one of the problems why there are so few doctoral degrees,imho lpdp privilege private lecturer whose salary ability competency lacking english language skills automatically eliminated problems doctoral degrees,"['imho', 'lpdp', 'privilege', 'private', 'lecturer', 'whose', 'salary', 'ability', 'competency', 'lacking', 'english', 'language', 'skills', 'automatically', 'eliminated', 'problems', 'doctoral', 'degrees']",18
Thu Mar 26,13:22:20,"💛 alumni akuntansi &amp; teknik yg beneran cerdas(gak cuma modal rajin) pada gak mau jadi dosen krn beban kerja seabrek dan lebih milih jadi profesional(KAP BIG4/OilGasOffshorePetrolCompany) krn gaji 2 sampai 3 digit 

https://t.co/6fnN4ES3Fu",alumni akuntansi amp teknik yg beneran cerdas gak cuma modal rajin pada gak mau jadi dosen krn beban kerja seabrek dan lebih milih jadi profesional KAP BIG4 OilGasOffshorePetrolCompany krn gaji sampai digit,alumni akuntansi amp teknik yg beneran cerdas gak cuma modal rajin pada gak mau jadi dosen krn beban kerja seabrek dan lebih milih jadi profesional kap big4 oilgasoffshorepetrolcompany krn gaji sampai digit,alumni akuntansi amp teknik yang benaran cerdas tidak cuma modal rajin pada tidak mau jadi dosen karena beban kerja seabrek dan lebih memilih jadi profesional kap big4 oilgasoffshorepetrolcompany karena gaji sampai digit,"['yang', 'benaran', 'tidak', 'tidak', 'karena', 'memilih', 'karena']","['yg', 'beneran', 'gak', 'gak', 'krn', 'milih', 'krn']","[6026876920451960175, 3745050749979842051, 3010220660196730482, 3010220660196730482, -6551984754150678451, 4020688095857321620, -6551984754150678451]",alumni akuntansi amp teknik yang benaran cerdas tidak cuma modal rajin pada tidak mau jadi dosen karena beban kerja seabrek dan lebih memilih jadi profesional kap big4 oilgasoffshorepetrolcompany karena gaji sampai digit,alumni of accounting engineering who are truly intelligent not just capital diligent don t want to be lecturers because of the large workload and prefer to be professionals at big4 oilgasoffshorepetrolcompany because the salary is up to the digits,alumni of accounting engineering who are truly intelligent not just capital diligent don t want to be lecturer because of the large workload and prefer to be professionals at big4 oilgasoffshorepetrolcompany because the salary is up to the digits,alumni accounting engineering truly intelligent capital diligent lecturer large workload prefer professionals big4 oilgasoffshorepetrolcompany salary digits,"['alumni', 'accounting', 'engineering', 'truly', 'intelligent', 'capital', 'diligent', 'lecturer', 'large', 'workload', 'prefer', 'professionals', 'big4', 'oilgasoffshorepetrolcompany', 'salary', 'digits']",16
Thu Mar 26,10:33:06,"@rbpermana Ranking elit, kesejahteraan dosen sulit",Ranking elit kesejahteraan dosen sulit,ranking elit kesejahteraan dosen sulit,ranking elit kesejahteraan dosen sulit,[],[],[],ranking elit kesejahteraan dosen sulit,elite ranking of lecturer welfare is difficult,elite ranking of lecturer welfare is difficult,elite ranking lecturer welfare difficult,"['elite', 'ranking', 'lecturer', 'welfare', 'difficult']",5
